username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
adrianolucena.tkd,adrianolucena.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,adrianolucena.tkd 815 815 2.791 2.791 3.336 3.336 Adriano Lucena Coach Treinador Paralímpico Países 🇧🇷🇺🇾🇦🇷🇲🇽🇺🇸🇹🇷 Profissional de Educação Física CREF-006787-G/PB Empresário @ay.acessoriosjp... mais Treinador Paralímpico Países 🇧🇷🇺🇾🇦🇷🇲🇽🇺🇸🇹🇷 Profissional de Educação Física CREF-006787-G/PB Empresário @ay.acessoriosjp ... mais mais api.whatsapp.com/send?l=pt_BR&phone=5583988044103 3.3 niver Parceiros Meu amor 💞 Mundial México Brincadeiras 🤗 Destaque Pan Am Séries Panamericano Mundial 2021 Treinos Tóquio 2020/21🥉 Capacitações Exame de faixa Master chef 3.3 niver Parceiros Meu amor 💞 Mundial México Brincadeiras 🤗 Destaque Pan Am Séries Panamericano Mundial 2021 Treinos Tóquio 2020/21🥉 Capacitações Exame de faixa Master chef,815,815,2791,,False,Pública
yago_tkd_bra,yago_tkd_bra,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,yago_tkd_bra 25 25 1.074 1.074 866 866 Yago Vasconcelos Dias Atleta 🇧🇷 | Taekwondo 🥇 | Brazil team 🌍 🇨🇷 🇵🇪 🇦🇷 🇨🇱 🇪🇨 🇱🇺 🇲🇽 🇧🇭 🇺🇸 Yago Vasconcelos Dias Atleta 🇧🇷 | Taekwondo 🥇 | Brazil team 🌍 🇨🇷 🇵🇪 🇦🇷 🇨🇱 🇪🇨 🇱🇺 🇲🇽 🇧🇭 🇺🇸 Brasil Estados Unidos Bahrein México luxemburgo Equador Costa Rica Perú Argentina Chile Brasil Estados Unidos Bahrein México luxemburgo Equador Costa Rica Perú Argentina Chile,25,25,1074,,False,Pública
tkd.gui_,tkd.gui_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,tkd.gui_ 14 14 438 438 1.082 1.082 luís Atleta Dreams Come True. Seleção Capixaba de Taekwondo ²⁴' ²⁵' Copa Regional Sudeste ²⁵' 🥈 Grand Slam ²⁵' 🥉 Campeonato... mais luís Atleta Dreams Come True. Seleção Capixaba de Taekwondo ²⁴' ²⁵' Copa Regional Sudeste ²⁵' 🥈 Grand Slam ²⁵' 🥉 Campeonato... mais Dreams Come True. Seleção Capixaba de Taekwondo ²⁴' ²⁵' Copa Regional Sudeste ²⁵' 🥈 Grand Slam ²⁵' 🥉 Campeonato ... mais mais TKD 🥇,14,14,438,,False,Pública
pacheeco____,pacheeco____,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pacheeco____ 18 18 729 729 648 648 Pacheco,18,18,729,https://www.threads.com/@pacheeco____?xmt=AQF0SDQwqQ9gJsE97mczJLnLJAHXArY8S5UQCtLLs-aHWUM,False,Pública
cf.clariis_mrqs,cf.clariis_mrqs,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,cf.clariis_mrqs 0 0 134 134 363 363 Droga é a Clara🏎️🤓🎀💥🌪️🦖🏄🏾‍♀️,0,0,134,,False,Pública
thalison.alves_,thalison.alves_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,thalison.alves_ 11 11 472 472 326 326 Th 🦇 Atleta T★ C★. T★ C★.,11,11,472,,False,Pública
dricasantkd,dricasantkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,,162,162,1357,,False,Erro inesperado
loreroman1818,loreroman1818,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,loreroman1818 222 222 389 389 1.071 1.071 Lorenna Rodrigues Roman,222,222,389,https://www.threads.com/@loreroman1818?xmt=AQF0ZP3dZReIBMtrCZIHCFfEMptraWp5Nfp3WlwjOQXJKkg,False,Pública
master_lima,master_lima,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,"master_lima 234 234 1,2 mi 1,2 mi 6.974 6.974 ANDRE ALEX LIMA 🇺🇸 🇧🇷 TAEKWONDO 8DAN Brazilian JiuJitsu 5DAN | Karate 1DAN | HallOfFame | WorldTraveler | 46YearsMArts | 36Years inUSA 🇺🇸Lima Academy... mais youtu.be/Dk-zvetPjRg?si=TH6EgY6_yritwAOI e mais 1 ANDRE ALEX LIMA 🇺🇸 🇧🇷 TAEKWONDO 8DAN Brazilian JiuJitsu 5DAN | Karate 1DAN | HallOfFame | WorldTraveler | 46YearsMArts | 36Years inUSA 🇺🇸Lima Academy... mais Brazilian JiuJitsu 5DAN | Karate 1DAN | HallOfFame | WorldTraveler | 46YearsMArts | 36Years inUSA 🇺🇸Lima Academy ... mais mais youtu.be/Dk-zvetPjRg?si=TH6EgY6_yritwAOI e mais 1",234,234,0,,False,Pública
ju_maia99,ju_maia99,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,ju_maia99 59 59 913 913 776 776 julia Atleta •mogi/SP •campeã panamericana 22' •seleção brasileira de tkd (2022-2025)🇧🇷 •11x paulista🥇 •B... mais julia Atleta •mogi/SP •campeã panamericana 22' •seleção brasileira de tkd (2022-2025)🇧🇷 •11x paulista🥇 •B... mais •mogi/SP •campeã panamericana 22' •seleção brasileira de tkd (2022-2025)🇧🇷 •11x paulista🥇 •B ... mais mais 📸 🥋 🇰🇷🇭🇰 RJ✈️ SC✈️ CE✈️ pan.am🇧🇷 📸 🥋 🇰🇷🇭🇰 RJ✈️ SC✈️ CE✈️ pan.am🇧🇷,59,59,913,,False,Pública
heloisaa_tkd,heloisaa_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,heloisaa_tkd 4 4 64 64 42 42,4,4,64,,False,Pública
nyck_mt,nyck_mt,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,nyck_mt 162 162 887 887 443 443 𝑵𝒚𝒄𝒐𝒍𝒍𝒆 𝑴𝒂𝒓𝒕𝒊𝒏𝒔 𝑭𝒓𝒂𝒏ç𝒂 ♡ ²⁰²⁵ ²⁰²⁴ ²⁰²⁵ ²⁰²⁴,162,162,887,,False,Pública
akobirfarmanov,akobirfarmanov,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,akobirfarmanov 205 205 1.200 1.200 4.276 4.276 Акобир Фарманов,205,205,1200,,False,Pública
filipefaraco,filipefaraco,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,filipefaraco 478 478 1.282 1.282 811 811 FILIPE FARACO 🧑‍🎓TREINADOR 🧑‍💻 Acompanhamento Presencial Consultoria Online 💻📲.. 🔥👇🏻. bit.ly/2MS2Bv4 Detalhes Exer.. …. Avaliação feita … Dor Tardia Avaliação Glúteos TREININHO Detalhes Exer.. …. Avaliação feita … Dor Tardia Avaliação Glúteos TREININHO,478,478,1282,https://www.threads.com/@filipefaraco?xmt=AQF0YZc6YpGziQMfbMJaL_VKVVJ6Ggy2Sc_LykgqjwpaaVk,False,Pública
pablo_lda_,pablo_lda_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,pablo_lda_ 24 24 1.167 1.167 1.595 1.595 Pablo Lda umbanda🕊️🏳️ CRESCER TKD🥋 Zé 🍺🔱🃏 THOR🐕 🛣️🏍️🌍 natalzinho umbanda🕊️🏳️ CRESCER TKD🥋 Zé 🍺🔱🃏 THOR🐕 🛣️🏍️🌍 natalzinho,24,24,1167,,False,Pública
carinasimoesfreitas,carinasimoesfreitas,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,carinasimoesfreitas 79 79 2 2 560 560 Carina Simoes Freitas,79,79,2,https://www.threads.com/@carinasimoesfreitas?xmt=AQF09ONimvOmZHXxGn9NFbXiyqOVWY1ALdagOA7Kr7SB1XU,False,Pública
bella_tkdstumpf,bella_tkdstumpf,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,bella_tkdstumpf 51 51 1.636 1.636 1.419 1.419 Bella Atleta ... mais mais me🩷 🌟meus🌟 tkd RJ🇧🇷 me🩷 🌟meus🌟 tkd RJ🇧🇷,51,51,1636,https://www.threads.com/@bella_tkdstumpf?xmt=AQF09WZe5QQ8Hs8rGbD9_0BPdVHGtIHRKjzQzsz0kI2dTuc,False,Pública
b.moghanlou,b.moghanlou,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"b.moghanlou 1.084 1.084 22,9 mil 22,9 mil 401 401 Bijan Moghanlou Technical director and head coach N.T.T. Egy 2024 / Head coach I.R.I 2013 & 2016 _ 2022 & 2023 / BEST COACH : ASIA... mais Bijan Moghanlou Technical director and head coach N.T.T. Egy 2024 / Head coach I.R.I 2013 & 2016 _ 2022 & 2023 / BEST COACH : ASIA... mais Technical director and head coach N.T.T. Egy 2024 / Head coach I.R.I 2013 & 2016 _ 2022 & 2023 / BEST COACH : ASIA ... mais mais اطلاعات باشگاه GYM اطلاعات باشگاه GYM",1084,1084,22900,,False,Pública
pedromagdesign,pedromagdesign,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pedromagdesign 7 7 1.732 1.732 811 811 Pedro Mag Designer 📍Florianópolis - SC ⚡Expert em produtos campeões Meus criativos já venderam milhões🔥 ⚡️ Feedbacks⚡️ artists Aftermovies🚀 ⚡️ Feedbacks⚡️ artists Aftermovies🚀,7,7,1732,https://www.threads.com/@pedromagdesign?xmt=AQF0honpf-BKPlz0iFs8AN5C6kMghQ2PcAJdVnMYe59a3u0,False,Pública
liviadomingostkd,liviadomingostkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,"liviadomingostkd 41 41 378 378 422 422 Livia Domingos Atleta Campeonato Paulista 25 🥈 (Grand Slam) Campeonato Paulista 25 🥇(1°, 4°e 5° etapa) Copa SP 24 🥇 Copa AMT 24 🥈 Livia Domingos Atleta Campeonato Paulista 25 🥈 (Grand Slam) Campeonato Paulista 25 🥇(1°, 4°e 5° etapa) Copa SP 24 🥇 Copa AMT 24 🥈",41,41,378,,False,Pública
gust_020,gust_020,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,gust_020 0 0 247 247 609 609 Enzo 2 Coríntios 11:30 Enzo 2 Coríntios 11:30,0,0,247,,False,Pública
romeu_correr_e_viver,romeu_correr_e_viver,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,romeu_correr_e_viver 99 99 211 211 441 441 Romeu Costa de Lucena ... mais mais São Sebastião 1° outono 1° corrida 24/9 São Sebastião 1° outono 1° corrida 24/9,99,99,211,,False,Pública
coachjuanmiguelmoreno,coachjuanmiguelmoreno,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"coachjuanmiguelmoreno 1.320 1.320 5.466 5.466 1.849 1.849 Coachjuanmoreno, OLY 3xOlympian, 2xOlympic Silver Medalist, 3xOlympic Coach, World Cup & Pan American Games Champion, International Olympic... mais 3xOlympian, 2xOlympic Silver Medalist, 3xOlympic Coach, World Cup & Pan American Games Champion, International Olympic ... mais mais www.peakperforamncemiami.com e mais 1",1320,1320,5466,https://www.threads.com/@coachjuanmiguelmoreno?xmt=AQF0XNTITrDaWapo29k2pcFdm77ZbY_AXAbbu3Zm3MejAMU,False,Pública
dimasgdjunior,dimasgdjunior,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,"dimasgdjunior 325 325 493 493 596 596 Dimas Junior Filho, pai, casado com @simoneduarte.sd , faixa preta de TKD, airsoft Dimas Junior Filho, pai, casado com @simoneduarte.sd , faixa preta de TKD, airsoft",325,325,493,,False,Pública
marcusboratreinar,marcusboratreinar,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,marcusboratreinar 774 774 751 751 2.355 2.355 Marcus Cardoso Na BIKE INDOOR tudo melhora quando a gente aperta mais; mais forte fica o 🫀 as 🦵e os 🫁 melhorando a circulação e a... mais Na BIKE INDOOR tudo melhora quando a gente aperta mais; mais forte fica o 🫀 as 🦵e os 🫁 melhorando a circulação e a ... mais mais yahoo.com.br,774,774,751,https://www.threads.com/@marcusboratreinar?xmt=AQF0VM5A21oZOqTkD_J67K7FUY5C8yunayO5KBEH03cpops,False,Pública
iam.reli,iam.reli,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,iam.reli 91 91 959 959 1.820 1.820 Renata Lira ... mais mais www.instagram.com/liravisuals Hana Cafeína TKD family church myself Jesus playlist work farm life kdramas yummy takes pets outfits Hana Cafeína TKD family church myself Jesus playlist work farm life kdramas yummy takes pets outfits,91,91,959,,False,Pública
phelipe.xss,phelipe.xss,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,phelipe.xss 0 0 480 480 569 569 lipe,0,0,480,,False,Pública
igorwx46,igorwx46,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"igorwx46 0 0 297 297 493 493 💭😶‍🌫️ ᵃᵐᵖ | ᵖʳ 𝔬 𝔲́𝔫𝔦𝔠𝔬 𝔠𝔞𝔪𝔦𝔫𝔥𝔬 𝔢 𝔧𝔢𝔰𝔲𝔰, 𝔬 𝔯𝔢𝔰𝔱𝔬 𝔢́ 𝔟𝔢𝔠𝔬 𝔰𝔢𝔪 𝔰𝔞𝔦́𝔡𝔞. 💭😶‍🌫️ ᵃᵐᵖ | ᵖʳ 𝔬 𝔲́𝔫𝔦𝔠𝔬 𝔠𝔞𝔪𝔦𝔫𝔥𝔬 𝔢 𝔧𝔢𝔰𝔲𝔰, 𝔬 𝔯𝔢𝔰𝔱𝔬 𝔢́ 𝔟𝔢𝔠𝔬 𝔰𝔢𝔪 𝔰𝔞𝔦́𝔡𝔞. . 🚀🚀 . 🚀🚀",0,0,297,,False,Pública
ze.marya,ze.marya,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ze.marya 22 22 186 186 189 189 José Maria Rodrigues Destaques Destaques 12.25 Weekend Destaques 12.25 Weekend,22,22,186,,False,Pública
hassyngerheilnrich,hassyngerheilnrich,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,hassyngerheilnrich 2 2 890 890 230 230 hassynger ㅤㅤㅤ colossenses 3:8 🇧🇷🇩🇪 hassynger ㅤㅤㅤ colossenses 3:8 🇧🇷🇩🇪 Destaques Destaques Destaques,2,2,890,,False,Pública
david_vieira04,david_vieira04,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,david_vieira04 168 168 528 528 960 960 David Miranda Atleta 🥋FAIXA PRETA 3X CAMPEÃO REGIONAL 🥇 6x CAMP. GOIANO🥇 3X CAMP. CENTRO-OESTE🥇 3x... mais David Miranda Atleta 🥋FAIXA PRETA 3X CAMPEÃO REGIONAL 🥇 6x CAMP. GOIANO🥇 3X CAMP. CENTRO-OESTE🥇 3x... mais 🥋FAIXA PRETA 3X CAMPEÃO REGIONAL 🥇 6x CAMP. GOIANO🥇 3X CAMP. CENTRO-OESTE🥇 3x ... mais mais Grand slan25 BR 24 D. Seletiva BR 24 seletiva copa Br copa do Brasil Brasileiro🥈🥈🥋🙌 Grand slan25 BR 24 D. Seletiva BR 24 seletiva copa Br copa do Brasil Brasileiro🥈🥈🥋🙌,168,168,528,,False,Pública
danielbrisotto,danielbrisotto,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,youtube.com/@actkdtv3710 danielbrisotto 841 841 3.049 3.049 2.952 2.952 Treinador Daniel Brisotto ... mais mais Exer. Especiais Dia especial STC 2025 Montenegro Paris 2024 Grand Prix 1 França US OPEN 23 Pontos nos “IS” Sem palavras Certificados Family Moments Prep. Física SURDOLIMPÍADA 2 Exer. Especiais Dia especial STC 2025 Montenegro Paris 2024 Grand Prix 1 França US OPEN 23 Pontos nos “IS” Sem palavras Certificados Family Moments Prep. Física SURDOLIMPÍADA 2,841,841,3049,https://www.threads.com/@danielbrisotto?xmt=AQF04l4IytPG0kZo4uF3qmw_J0oWIGmQbrmyX5ZoIckxkBU,False,Pública
hanna_amanciotkd,hanna_amanciotkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,"hanna_amanciotkd 74 74 2.136 2.136 4.444 4.444 𝑯𝒂𝒏𝒏𝒂 Atleta Taekwondo Salto-SP 🇧🇷🇹🇷🇧🇬 Titular da Seleção Brasileira-2020,2022, 🥇🥇 3× Camp... mais 𝑯𝒂𝒏𝒏𝒂 Atleta Taekwondo Salto-SP 🇧🇷🇹🇷🇧🇬 Titular da Seleção Brasileira-2020,2022, 🥇🥇 3× Camp... mais Taekwondo Salto-SP 🇧🇷🇹🇷🇧🇬 Titular da Seleção Brasileira-2020,2022, 🥇🥇 3× Camp ... mais mais 🌱🏃🏼‍♀️💙 💚 parcerias💫 𝑻𝑲𝑫 🎥 🇧🇬 🌱🏃🏼‍♀️💙 💚 parcerias💫 𝑻𝑲𝑫 🎥 🇧🇬",74,74,2136,,False,Pública
chbrasileiros,chbrasileiros,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"chbrasileiros 2.701 2.701 20,3 mil 20,3 mil 1.979 1.979 Chapolins Brasileiros Torcedores apaixonados por esporte que cruzam o planeta para levar a garra brasileira para as arquibancadas 💙🇧🇷💙 Chapolins Brasileiros Torcedores apaixonados por esporte que cruzam o planeta para levar a garra brasileira para as arquibancadas 💙🇧🇷💙 Santiago-2023 Torcida Medalhito Paris-2024 Imprensa Atletas Pelo Mundo Contato Quem Somos? Santiago-2023 Torcida Medalhito Paris-2024 Imprensa Atletas Pelo Mundo Contato Quem Somos?",2701,2701,20300,,False,Pública
nogueira.tkd,nogueira.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,nogueira.tkd 0 0 2.084 2.084 512 512 Sn🏄🏾‍♂️ Exodo 33:14 RN/natal Sn🏄🏾‍♂️ Exodo 33:14 RN/natal ㅤ,0,0,2084,,False,Pública
umarov.f.d,umarov.f.d,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,umarov.f.d 578 578 1.609 1.609 698 698 Coach_65 Equipe de esporte profissional Asian Championship coach 🥇🥇🥉🥉🥉 World Championship coach 🥇🏆 Grand Prix coach 🥇🥇🥉🥉🥉 Asian Games coach 🥈🥈 Universiade 🥇🥈 Coach_65 Equipe de esporte profissional Asian Championship coach 🥇🥇🥉🥉🥉 World Championship coach 🥇🏆 Grand Prix coach 🥇🥇🥉🥉🥉 Asian Games coach 🥈🥈 Universiade 🥇🥈 About me results Trainings About me results Trainings,578,578,1609,,False,Pública
octaviodamono,octaviodamono,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,octaviodamono 21 21 912 912 881 881 Octávio Mono Bom dia,21,21,912,,False,Pública
dioneyanhaia,dioneyanhaia,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,dioneyanhaia 1.985 1.985 704 704 2.843 2.843 Dioney De Anhaia Santa Catarina Dioney De Anhaia Santa Catarina,1985,1985,704,,False,Pública
gutoapns,gutoapns,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,"gutoapns 0 0 356 356 344 344 𝓡𝓮𝔃𝓮𝓷𝓭𝓮 si vis pacem, para bellum. 𝓡𝓮𝔃𝓮𝓷𝓭𝓮 si vis pacem, para bellum.",0,0,356,,False,Pública
cintiasibucs,cintiasibucs,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,cintiasibucs 1.552 1.552 1.220 1.220 2.772 2.772 c i n t i a s i b u c s fb.com/cintiasibucs.artes TKD Moments KISS⚡ Sobrinhos Itamonte Beto Carrero Sul 2024 🏡Didi ☕ CSED Pietra 💭 pensei 🔥🍲 Cabo Frio TKD Moments KISS⚡ Sobrinhos Itamonte Beto Carrero Sul 2024 🏡Didi ☕ CSED Pietra 💭 pensei 🔥🍲 Cabo Frio,1552,1552,1220,https://www.threads.com/@cintiasibucs?xmt=AQF0xUwsXEDyOqZ_-KusHpY9TTQ9zLoQXO36lWrRREq2VVc,False,Pública
vandermazx,vandermazx,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,vandermazx 0 0 178 178 92 92 madu ㅤ,0,0,178,,False,Pública
miranda.danyelle,miranda.danyelle,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,miranda.danyelle 42 42 1.780 1.780 838 838 Dany •Atleta de Taekwondo •EFI | UFJF boxd.it/5uLbV e mais 1 Dany •Atleta de Taekwondo •EFI | UFJF boxd.it/5uLbV e mais 1 . Taekwondo . 🍿🎬 Filmes EFI Musicas Rio de Janeiro Bahia . Taekwondo 🍿🎬 Filmes EFI Musicas Rio de Janeiro Bahia,42,42,1780,,False,Pública
carlosg.tkd,carlosg.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,carlosg.tkd 5 5 1.073 1.073 903 903 Criador de reels TAEKWONDO 🥋 floripa 🌅 Criador de reels TAEKWONDO 🥋 floripa 🌅 TAEKWONDO🥋❤ HAPKIDO🥋🥊 FUTEBOL⚽️❤ TAEKWONDO🥋❤ HAPKIDO🥋🥊 FUTEBOL⚽️❤,5,5,1073,,False,Pública
ivansoriaf,ivansoriaf,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,ivansoriaf 339 339 1.555 1.555 4.204 4.204 Ivan Sória | Illustrator 🇧🇷🇧🇴 ▫️Freelance illustrator. ▫️Comic book artist. ▫️Graphic designer 🥷🏼 Cosmic ninja www.ivansoria.com.br More Taekwondo Taekwondo More Taekwondo Taekwondo,339,339,1555,https://www.threads.com/@ivansoriaf?xmt=AQF05efkuex4sJHWKwmrzLHzOxW3CvMLc4fDah3Ua9bB06s,False,Pública
tkd_cortez,tkd_cortez,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,tkd_cortez 30 30 108 108 156 156 Leonardo Cortez linktr.ee/cortezrj Equipe Corpus,30,30,108,,False,Pública
equipesanguenovotkd,equipesanguenovotkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,equipesanguenovotkd 25 25 137 137 146 146 Equipe Sangue Novo Taekwondo,25,25,137,,False,Pública
centro_de_treinamento_alfa,centro_de_treinamento_alfa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,centro_de_treinamento_alfa 325 325 1.555 1.555 1.638 1.638 centro de treinamento ALFA Esportes e recreação Filiados à FESTKD PROF:Fernando Carvalho ADM: Fernanda Santos Informações e inscrições :... mais Filiados à FESTKD PROF:Fernando Carvalho ADM: Fernanda Santos Informações e inscrições : ... mais mais CAMPEONATO 𝙏𝙧𝙚𝙞𝙣𝙤𝙨💪🏾 exame de Faixa 🥋 𝙇𝙤𝙘𝙖𝙡𝙞𝙯𝙖çã𝙤🚩 treino de compet Jiu-jitsu CONFRATERNIZAÇÃO 𝘾𝙞𝙧𝙘𝙪𝙞𝙩𝙤🔥 projeto juramento flexibilidade 🆗 CAMPEONATO 𝙏𝙧𝙚𝙞𝙣𝙤𝙨💪🏾 exame de Faixa 🥋 𝙇𝙤𝙘𝙖𝙡𝙞𝙯𝙖çã𝙤🚩 treino de compet Jiu-jitsu CONFRATERNIZAÇÃO 𝘾𝙞𝙧𝙘𝙪𝙞𝙩𝙤🔥 projeto juramento flexibilidade 🆗,325,325,1555,https://www.threads.com/@centro_de_treinamento_alfa?xmt=AQF0NZd5_yHCZZQvg37eQ6VuNqIzc2WK4PtU-bDYshqqBIc,False,Pública
rootsitr,rootsitr,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rootsitr 88 88 478 478 1.077 1.077 Israel Ribeiro Black Belt Taekwondo... Positividade total... 🤟🏅🥋 Israel Ribeiro e mais 1 Israel Ribeiro Black Belt Taekwondo... Positividade total... 🤟🏅🥋 Israel Ribeiro e mais 1,88,88,478,,False,Pública
seucardoso_,seucardoso_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,seucardoso_ 18 18 974 974 2.472 2.472 Pedro Cardoso Publicitário - Redator • 92 • 62 • ♍ Eu só sei que adoro o vermelho e nunca vou caminhar sozinho.,18,18,974,https://www.threads.com/@seucardoso_?xmt=AQF0FpwWuYFRWWBxcbAiP-EEJvesFxYuMb7ybw1YFMZaSDA,False,Pública
criscianeplatzgumer,criscianeplatzgumer,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,criscianeplatzgumer 101 101 841 841 1.072 1.072 Crisciane Platzgumer Donato,101,101,841,https://www.threads.com/@criscianeplatzgumer?xmt=AQF0beu9rBI2YQsOgjWU7tACzAa6bZ4NmZH9sS_PRJiHZ_M,False,Pública
tatianepaula88,tatianepaula88,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,tatianepaula88 56 56 545 545 705 705 Tatiane Paula,56,56,545,,False,Pública
kaiosimao5,kaiosimao5,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,,150,150,1386,,False,Erro inesperado
gui._albertino,gui._albertino,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gui._albertino 2 2 99 99 108 108 Guilherme.albertino ❤️,2,2,99,https://www.threads.com/@gui._albertino?xmt=AQF03PX5e9ML-CT5lrYIQOD11Vy03t4CHGYTkPfb22r2ahQ,False,Pública
s.4vlxw_,s.4vlxw_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,s.4vlxw_ 1 1 1.392 1.392 801 801 𝓪𝓷𝓭𝓻𝓮𝓼𝓼𝓪ꨄ︎ 18:24 𝓘 𝓳𝓾𝓼𝓽 𝓷𝓮𝓮𝓭 𝓰𝓸𝓭...🧠 𝓪𝓷𝓭𝓻𝓮𝓼𝓼𝓪ꨄ︎ 18:24 𝓘 𝓳𝓾𝓼𝓽 𝓷𝓮𝓮𝓭 𝓰𝓸𝓭...🧠 ♡,1,1,1392,,False,Pública
rebeccaamor.im,rebeccaamor.im,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rebeccaamor.im 95 95 771 771 1.611 1.611 Rebecca Amorim Let everything happen to you Beauty and terror Just keep going No feeling is final,95,95,771,https://www.threads.com/@rebeccaamor.im?xmt=AQF0cQsYaIHVpJMOODHtETyTmbV58nj_yjCMZJZRVErgTvw,False,Pública
potim_fight_taekwondo,potim_fight_taekwondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,wa.me/message/FTHWVP5JFL7WO1 potim_fight_taekwondo 46 46 1.260 1.260 1.007 1.007 ACADEMIA POTIM FIGHT TAEKWONDO🇰🇷👊 Escola de artes marciais Taekwondo e Artes marciais Turmas para adultos e crianças Filiados na federação Paulista de Tkd Mestre Wendel Venha nos... mais Taekwondo e Artes marciais Turmas para adultos e crianças Filiados na federação Paulista de Tkd Mestre Wendel Venha nos ... mais mais tkd adulto taekwondo kids Horarios Depoimentos tkd adulto taekwondo kids Horarios Depoimentos,46,46,1260,https://www.threads.com/@potim_fight_taekwondo?xmt=AQF0NHi4NXfyqpR-RM_02xR9EbTslvHh4vwjcuY3HUUJM94,False,Pública
