username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
juliete_brito2703,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"juliete_brito2703 16 16 421 421 644 644 juliete brito Minha frase favorita é,nunca desista de seus sonhos nada é impossível pra quem acredita em Deus ❤❤",16,16,421,https://www.threads.com/@juliete_brito2703?xmt=AQF0YHfYqdkf-yuXzR_RI6j89JLGhYHOeTxMtO_jhuxl_C8,False,Pública,0,,,False,0,0,0
1sadoradearaujopereira,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,2,"1sadoradearaujopereira 930 930 2.637 2.637 2.316 2.316 Isadora De Araújo Pereira Tudo é fase, tudo passa✨🙏🏼😍 Isadora De Araújo Pereira Tudo é fase, tudo passa✨🙏🏼😍",930,930,2637,,False,Pública,0,,,False,0,0,0
aparecidarochaoficial,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,36,36,2056,,False,Erro inesperado,0,,,False,0,0,0
eduarda_menegat73,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"eduarda_menegat73 23 23 1.030 1.030 1.915 1.915 Eduarda Menegat A luta vai ser grande, e o sucesso vai ser maior ainda. ✨ 🇧🇷 Eduarda Menegat A luta vai ser grande, e o sucesso vai ser maior ainda. ✨ 🇧🇷",23,23,1030,,False,Pública,0,,,False,0,0,0
jaquesfredo,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jaquesfredo 144 144 1.644 1.644 1.821 1.821 Jaqueline Willian Sfredo Scariot Produto/serviço Jaqueline Willian Sfredo Scariot Produto/serviço,144,144,1644,,False,Pública,0,,,False,0,0,0
lbruna_l,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,lbruna_l 5 5 591 591 557 557 Bruna lorrany Blog pessoal ▪︎MT ▪︎15ys ▪Ti'ร▪@_bondetis Bruna lorrany Blog pessoal ▪︎MT ▪︎15ys ▪Ti'ร▪@_bondetis,5,5,591,,False,Pública,0,,,False,0,0,0
tainara_d_sousa,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,tainara_d_sousa 307 307 4.682 4.682 2.467 2.467 𝖓𝖆𝖗𝖆 ❤︎,307,307,4682,,False,Pública,0,,,False,0,0,0
kalita__fernandes,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,kalita__fernandes 37 37 714 714 2.402 2.402 Kalita Fernandes • Administradora 👩🏻‍💻 • MT📍 • ⁠Provérbios - 16:3🤍 Kalita Fernandes • Administradora 👩🏻‍💻 • MT📍 • ⁠Provérbios - 16:3🤍,37,37,714,,False,Pública,0,,,False,0,0,0
vih._xst,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,vih._xst 1 1 1.434 1.434 465 465 انتصار. ela/dela انتصار. ela/dela,1,1,1434,,False,Pública,0,,,False,0,0,0
marcosfernandes_oficial,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,marcosfernandes_oficial 13 13 2.310 2.310 2.637 2.637 Marcos Fernandes ADM LOGISTICA 📊 ❤️💍,13,13,2310,https://www.threads.com/@marcosfernandes_oficial?xmt=AQF00HTMbAM-2o4uMZZAKov2n7u6ds7tFTHFcr1LFNcAv6M,False,Pública,0,,,False,0,0,0
eriicamaiia,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,eriicamaiia 8 8 8.230 8.230 6.450 6.450 Fortaleza/Ce 🖤💎 Parceria direct 📲 🌅 💎 🌅 💎,8,8,8230,https://www.threads.com/@eriicamaiia?xmt=AQF02J0YUsvWfZoiJKkLgStORj0BpSPj8QAM3qr4P-fRSZk,False,Pública,0,,,False,0,0,0
maguianedossantos,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,maguianedossantos 10 10 184 184 348 348 Morena Dk Minha teta é eu me sentir feliz e não enpreciona os outros Morena Dk Minha teta é eu me sentir feliz e não enpreciona os outros,10,10,184,,False,Pública,0,,,False,0,0,0
ofc.santos.12,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,ofc.santos.12 6 6 1.542 1.542 2.955 2.955 ☆ ☆ GP🧡 ~Vibe~ REFERÊNCIA🌍 dandara☆ GP🧡 ~Vibe~ REFERÊNCIA🌍 dandara☆,6,6,1542,,False,Pública,0,,,False,0,0,0
figueredowel,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,figueredowel 13 13 311 311 3.569 3.569 notlew 👾 notlew 👾 😶‍🌫️ Destaques Destaques 😶‍🌫️ Destaques,13,13,311,,False,Pública,0,,,False,0,0,0
_angelzn07,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,_angelzn07 0 0 1.064 1.064 2.629 2.629 𝕬𝖓𝖌𝖊𝖑 😇 Artista,0,0,1064,https://www.threads.com/@_angelzn07?xmt=AQF08991-lcFL0RZ-XzfoCapkxZyF1xUaVkMoBp6o6f_O5U,False,Pública,0,,,False,0,0,0
romulomotacampos,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,89,89,1480,,False,Erro inesperado,0,,,False,0,0,0
ingridfitipald,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,106,106,643,,False,Erro inesperado,0,,,False,0,0,0
fcproxamu08,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"fcproxamu08 31 31 546 546 923 923 xamuetefinha🦋🫶🩸""Sangue"" Página de fãs ... mais mais",31,31,546,,False,Pública,0,,,False,0,0,0
leticiaferreira1302,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,leticiaferreira1302 238 238 390 390 7.130 7.130 Leticia Ferreira,238,238,390,https://www.threads.com/@leticiaferreira1302?xmt=AQF0TahXFNMhp-4tHincYVkZgrtuBc-jdiHnyI7COG2R_d4,False,Pública,0,,,False,0,0,0
isaah_souza_25,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,isaah_souza_25 4 4 1.588 1.588 5.860 5.860 Isabelly Souza Free🌪⚡️🦋 Isabelly Souza Free🌪⚡️🦋,4,4,1588,,False,Pública,0,,,False,0,0,0
bernas._1,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,1,1,782,,False,Erro inesperado,0,,,False,0,0,0
jenniferketlyg,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jenniferketlyg 53 53 432 432 7.493 7.493 Jennifer Silva Administradora 📚📌👩‍💻 Empreendedora Conselheiro Lafaiete - MG 🏠 ♒ Aquariana Auxi... mais Jennifer Silva Administradora 📚📌👩‍💻 Empreendedora Conselheiro Lafaiete - MG 🏠 ♒ Aquariana Auxi... mais Administradora 📚📌👩‍💻 Empreendedora Conselheiro Lafaiete - MG 🏠 ♒ Aquariana Auxi ... mais mais minha paixão ❤️ comidas fvrt Destaques minha paixão ❤️ comidas fvrt Destaques,53,53,432,,False,Pública,0,,,False,0,0,0
kauane_ramos3,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,kauane_ramos3 10 10 1.273 1.273 890 890 Kauane Ramos •Abrace suas transformações 🦋✨ • 💍💕 ———🌼——— Kauane Ramos •Abrace suas transformações 🦋✨ • 💍💕 ———🌼———,10,10,1273,,False,Pública,0,,,False,0,0,0
eumiirele,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,48,48,1099,,False,Erro inesperado,0,,,False,0,0,0
adrianarodrigues2821,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,0,0,0,,False,Erro de carregamento,0,,,False,0,0,0
itsrakely_,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,itsrakely_ 0 0 1.087 1.087 555 555 𝐑𝐚𝐤𝐞𝐥𝐲 𝐬𝐨𝐮𝐬𝐚 🤍. 𝐑𝐚𝐤𝐞𝐥𝐲 𝐬𝐨𝐮𝐬𝐚 🤍.,0,0,1087,,False,Pública,0,,,False,0,0,0
oliver_becky__,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"oliver_becky__ 0 0 805 805 547 547 . • eternobn🖤 • 𝒐 𝒂𝒎𝒐𝒓 𝒆 𝒎𝒂́𝒈𝒊𝒄𝒐,𝒎𝒂𝒔 𝒂 𝒎𝒂𝒈𝒊𝒂 𝒆́ 𝒂𝒑𝒆𝒏𝒂𝒔 𝒊𝒍𝒖𝒔𝒂̃𝒐. . • eternobn🖤 • 𝒐 𝒂𝒎𝒐𝒓 𝒆 𝒎𝒂́𝒈𝒊𝒄𝒐,𝒎𝒂𝒔 𝒂 𝒎𝒂𝒈𝒊𝒂 𝒆́ 𝒂𝒑𝒆𝒏𝒂𝒔 𝒊𝒍𝒖𝒔𝒂̃𝒐.",0,0,805,,False,Pública,0,,,False,0,0,0
jss_jessicadossantos_silva,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jss_jessicadossantos_silva 31 31 273 273 1.126 1.126 Jéssica Dos Santos Silva Que tudo na vida seja recíproco.♏ Jéssica Dos Santos Silva Que tudo na vida seja recíproco.♏,31,31,273,,False,Pública,0,,,False,0,0,0
heloh_xavier042,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,heloh_xavier042 48 48 733 733 5.500 5.500 Heloisa Rodrigues 21 years.. Taquaritinga/sp 🤌🏽🩷 🏎️🏎️ moments💞 🤌🏽🩷 🏎️🏎️ moments💞,48,48,733,https://www.threads.com/@heloh_xavier042?xmt=AQF0SpIM0PtF8BpmhaVFI158VH1yQNSinc_Tq5gZ9C8oieI,False,Pública,0,,,False,0,0,0
williane_silvadesouza,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,williane_silvadesouza 24 24 916 916 2.699 2.699 Williane Silva ❤Casada 👨‍👩‍👧 mamãe de um princesa👸,24,24,916,https://www.threads.com/@williane_silvadesouza?xmt=AQF0GrCUkR5Ep4nBezCgy8n7IeZFJEAkGplllFXuKzQ-OQg,False,Pública,0,,,False,0,0,0
jean_ackles,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jean_ackles 127 127 548 548 5.222 5.222 Silva Ackles Musicista/banda Naturalidade RJ ♌🔥 24 years Bian 07.04.23💥👆❣ s.kw.ai/vvigAI8Y Brothers💯 Eu💯❤️ Sextou 💯💯 minha vida🔥🎀 Brothers💯 Eu💯❤️ Sextou 💯💯 minha vida🔥🎀,127,127,548,,False,Pública,0,,,False,0,0,0
carloseduardo_lopez20,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,62,62,516,,False,Erro inesperado,0,,,False,0,0,0
t.h_m_goncalves,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,t.h_m_goncalves 5 5 163 163 507 507 Thiago Melo,5,5,163,https://www.threads.com/@t.h_m_goncalves?xmt=AQF0laSU0b8tcV-AnOkzqDw8w5Y-45xpqH4ubzcSWmddaM0,False,Pública,0,,,False,0,0,0
ann_2022_22,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,ann_2022_22 43 43 2 2 7.495 7.495 Amor da minha vida 🦋💨🌪️ Amor da minha vida 🦋💨🌪️,43,43,2,,False,Pública,0,,,False,0,0,0
eu.henrique30,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,eu.henrique30 18 18 3.258 3.258 6.106 6.106 Luiz Henrique Blog pessoal ... mais mais www.tiktok.com/@henrique_santos.3?_t=ZM-8uip6OaJKY3&_r=1 ❤️‍🔥RETIRO 2025 ❤️‍🔥🥹 😍 IEQ Retiro 2024 ❤️‍🔥RETIRO 2025 ❤️‍🔥🥹 😍 IEQ Retiro 2024,18,18,3258,https://www.threads.com/@eu.henrique30?xmt=AQF0xkwA6FZvYBAQoPDBrJuhUEguIPCfDB05iVnpX5xAiMI,False,Pública,0,,,False,0,0,0
leticia659silva,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,leticia659silva 3 3 1.427 1.427 4.920 4.920 Let💋 💋✨,3,3,1427,,False,Pública,0,,,False,0,0,0
yas_mim_zll,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,yas_mim_zll 1 1 1.173 1.173 298 298 𝒴𝒶𝓈𝓂𝒾𝓂 𝑀. 1𝖈𝖔𝖗𝖎́𝖓𝖙𝖍𝖎𝖔𝖘13:7 vs.co/2g3tbsnr ㅤ ㅤ ㅤ ㅤ ㅤ,1,1,1173,,False,Pública,0,,,False,0,0,0
davi_filhodopai,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"davi_filhodopai 3 3 737 737 1.447 1.447 Davi da Silva 📌 Jovem cristão✝️ 📌16y 📌 "" As coisas terrenas não preenchem um coração que foi feito pra o céu "" 📌 Matheus: 24.35 ✝️",3,3,737,https://www.threads.com/@davi_filhodopai?xmt=AQF0yu9OlnMYQ6-jD2pNKnSkKNaCkeey3rfCcdVsrIQrbvc,False,Pública,0,,,False,0,0,0
mateuscarreiro11,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,219,219,1828,,False,Erro inesperado,0,,,False,0,0,0
henrique_williams_02,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,henrique_williams_02 6 6 1.329 1.329 1.100 1.100 Henrique Sampaio Abranches Motos 👌👌👌😍 só boa Trampo Motos 👌👌👌😍 só boa Trampo,6,6,1329,https://www.threads.com/@henrique_williams_02?xmt=AQF0Z5iOHTPnEodZCkX0gmnAkyr1XsgcFozPZ0a_gQ7wMkQ,False,Pública,0,,,False,0,0,0
liivia_buuueno,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,liivia_buuueno 35 35 843 843 495 495 Liivia Buuueno A cruz sagrada seja a minha luz 🙏 Liivia Buuueno A cruz sagrada seja a minha luz 🙏,35,35,843,,False,Pública,0,,,False,0,0,0
jonathas.souza__,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,0,0,0,,False,Não encontrado,0,,,False,0,0,0
victorzv7_244,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,victorzv7_244 1 1 347 347 1.168 1.168 Victorzv7_,1,1,347,https://www.threads.com/@victorzv7_244?xmt=AQF0k5xHhi7R8jAEpXpThRbtwOxCieHh2DY0vng7OCLFmns,False,Pública,0,,,False,0,0,0
patri.cia8942,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,patri.cia8942 4 4 324 324 5.769 5.769 Patrícia ° Patrícia °,4,4,324,,False,Pública,0,,,False,0,0,0
suellenguimaraes,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,900,900,659,,False,Erro inesperado,0,,,False,0,0,0
camiladuartegs,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,40,40,1379,,False,Erro inesperado,0,,,False,0,0,0
amanda_anjos29,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,amanda_anjos29 253 253 2.503 2.503 7.145 7.145 Amanda silva 💗 ... mais mais,253,253,2503,,False,Pública,0,,,False,0,0,0
thaiane_santos2,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,thaiane_santos2 16 16 670 670 6.786 6.786 Thaiane Santos Deus é o Meu Refúgio ❤️🙌🙏 Thaiane Santos Deus é o Meu Refúgio ❤️🙌🙏,16,16,670,,False,Pública,0,,,False,0,0,0
hennilyabrandes,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,hennilyabrandes 134 134 2.119 2.119 4.464 4.464 Hennily Abrandes Vestuário (marca) api.whatsapp.com/send?phone=5566984133281,134,134,2119,,False,Pública,0,,,False,0,0,0
andressadaise,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,andressadaise 161 161 951 951 3.565 3.565 Andressa Daise Amo minha profissão cuidadora com orgulho Não vem de papinho no chat tenho um surtado na minha vida então respeita 😅😂 Andressa Daise e mais 1 Destaques,161,161,951,https://www.threads.com/@andressadaise?xmt=AQF0PWOtrAcTXV-z8cGVoz-d3aPfA4TEjDSX-0sarJN11Ds,False,Pública,0,,,False,0,0,0
suellygregoryoliveira,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"suellygregoryoliveira 18 18 362 362 883 883 Suelly Oliveira Casada, mãe Evangelica",18,18,362,https://www.threads.com/@suellygregoryoliveira?xmt=AQF0ISCLScSQ7yvSPlZ10-Ua6Wr1KQ1_Is4iXMHRIMXAJVY,False,Pública,0,,,False,0,0,0
marcosquirooficial,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,8 8 1.028 1.028 7.447 7.447,8,8,1028,,False,Pública,0,,,False,0,0,0
mininaum,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,mininaum 57 57 651 651 1.602 1.602 Adivan Mininaum,57,57,651,https://www.threads.com/@mininaum?xmt=AQF0Bo1Cu48LcwPIrgPLQrY7lvJQccnJgbkxAEbsRIzEMAQ,False,Pública,0,,,False,0,0,0
mikel_rodriguess,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,mikel_rodriguess 5 5 1.118 1.118 6.275 6.275 Mikel rodrigues • Direito ⚖️ • PE/CE • 5/10 ⚖📚 Mikel rodrigues • Direito ⚖️ • PE/CE • 5/10 ⚖📚,5,5,1118,,False,Pública,0,,,False,0,0,0
lua_kkkkm987,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,lua_kkkkm987 1 1 1.838 1.838 560 560 ᴵᴬᴹ𝔇𝔞𝔯𝔨𝔦𝔷𝔦𝔫𝔥𝔞🧚🏻‍♀️ 💙 . 💙 .,1,1,1838,https://www.threads.com/@lua_kkkkm987?xmt=AQF0zQ1QrVyiGfC65mocc_0mHhXa3LUF33mDz5rIcRbw5B0,False,Pública,0,,,False,0,0,0
iancaalmeida31,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,iancaalmeida31 312 312 2.600 2.600 2.144 2.144 Ianca Almeida Blog pessoal Ianca Almeida e mais 1 Rael 💙 @palmeiras#baby 💪 princesinha 👸 comida Destaques #39 semanas 🤰🏼 #5meses🥰😜🤰🏻 @chilibeans🌶🕶😎🥰😍 Destaques 😊 😜 Destaques 😊 Rael 💙 @palmeiras#baby 💪 princesinha 👸 comida Destaques #39 semanas 🤰🏼 #5meses🥰😜🤰🏻 @chilibeans🌶🕶😎🥰😍 😊 😜,312,312,2600,https://www.threads.com/@iancaalmeida31?xmt=AQF0K6cLmkmGnfJCc8j4SEO8GsSRbB2K_tpDrRdGA0JZato,False,Pública,0,,,False,0,0,0
munykybarzotto.eng,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,632,632,5066,,False,Erro inesperado,0,,,False,0,0,0
kamilla_alves_garciaaax,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,kamilla_alves_garciaaax 1 1 679 679 879 879 Kamilla Alves,1,1,679,,False,Pública,0,,,False,0,0,0
cassiohenrique677,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,cassiohenrique677 7 7 62 62 130 130 Cassio Henrique,7,7,62,,False,Pública,0,,,False,0,0,0
dona_desicfs,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"dona_desicfs 3 3 525 525 975 975 DONA DE SI 🤍 Vista-se com Amor, Seja DONA DE SI✨ Acompanhe os Stores 🎯 Confresa & Região 📦 Enviamos L... mais DONA DE SI 🤍 Vista-se com Amor, Seja DONA DE SI✨ Acompanhe os Stores 🎯 Confresa & Região 📦 Enviamos L... mais Vista-se com Amor, Seja DONA DE SI✨ Acompanhe os Stores 🎯 Confresa & Região 📦 Enviamos L ... mais mais",3,3,525,,False,Pública,0,,,False,0,0,0
cris_vieira_aguiar,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,2,cris_vieira_aguiar 0 0 1.882 1.882 461 461 Crislaine Vieira Aguiar,0,0,1882,,False,Pública,0,,,False,0,0,0
dias.lucianna,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,dias.lucianna 6 6 674 674 1.792 1.792 Lucianna Dias,6,6,674,https://www.threads.com/@dias.lucianna?xmt=AQF027rBnwNMwA5BgmhVpqVRoir1DrILIx0XbxGD3UljRkE,False,Pública,0,,,False,0,0,0
adrianed_ribeiro,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,adrianed_ribeiro 50 50 5.389 5.389 7.495 7.495 𝐀𝐝𝐫𝐢𝐚𝐧𝐞 𝐃. 𝐑𝐢𝐛𝐞𝐢𝐫𝐨,50,50,5389,https://www.threads.com/@adrianed_ribeiro?xmt=AQF0jeBycW-2p3e-rrtqFXBw-2xWRlfyive-Tj7JZNQKDx0,False,Pública,0,,,False,0,0,0
zuleidecirqueira,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,zuleidecirqueira 62 62 436 436 489 489 Zuleide Cirqueira,62,62,436,,False,Pública,0,,,False,0,0,0
menorffxofc,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"menorffxofc 25 25 842 842 50 50 Menor Sad X! Gamer 066|🌎 ✨ ""Seja sua própria Inspiração"" Menor Sad X! Gamer 066|🌎 ✨ ""Seja sua própria Inspiração"" MARTINS FF🤡❤️ ♥️ feed🤏♥️ ℹ️🅿️😤 TAL DO HUD tá p**** 1 K ❤️ 900 🏃♥️ fé! DETERMINAÇÃO SMP 🔥 800 ♥️ 700 ♥️ 600 k ♥️ MARTINS FF🤡❤️ ♥️ feed🤏♥️ ℹ️🅿️😤 TAL DO HUD tá p**** 1 K ❤️ 900 🏃♥️ fé! DETERMINAÇÃO SMP 🔥 800 ♥️ 700 ♥️ 600 k ♥️",25,25,842,,False,Pública,0,,,False,0,0,0
desouzapiagem,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,desouzapiagem 0 0 83 83 186 186 Pedro De Souza Piagem,0,0,83,,False,Pública,0,,,False,0,0,0
jarlabezerra,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,jarlabezerra 0 0 808 808 70 70 Jarla Bezerra MT🇧🇷 Porto Alegre 15y ♊ gêmeos Jarla Bezerra MT🇧🇷 Porto Alegre 15y ♊ gêmeos,0,0,808,,False,Pública,0,,,False,0,0,0
cleide.duarte.123829,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,Cleide Oliveira cleide.duarte.123829 8 8 506 506 2.072 2.072 Serviço local Cleide Duarte Destaques Destaques Destaques,8,8,506,https://www.facebook.com/profile.php?id=100067298176578&ref=_ig_profile_ac,False,Pública,0,,,False,0,0,0
andreia_oliver_miranda,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,6,andreia_oliver_miranda 9 9 1.784 1.784 3.430 3.430 andreia ⭐ 🌻,9,9,1784,https://www.threads.com/@andreia_oliver_miranda?xmt=AQF0dY8sqLbtfEiuznmChuv3KYO-2cNTbr5R2hOgZZGf5kY,False,Pública,0,,,False,0,0,0
restaurante__paulista,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"bit.ly/diskpaulista restaurante__paulista 73 73 709 709 1.450 1.450 Rest. e Lanchonete Paulista Empresa industrial 📍Av. Industrial esquina com Av. Centro Oeste, 07 (Em Frente ao Banco do Brasil) ⏰Atendimento das 10:00 às 22:00 📲... mais 📍Av. Industrial esquina com Av. Centro Oeste, 07 (Em Frente ao Banco do Brasil) ⏰Atendimento das 10:00 às 22:00 📲 ... mais mais Porções 🧆 Bebidas🍻 Porções 🧆 Bebidas🍻",73,73,709,,False,Pública,0,Empresa industrial,,True,0,0,0
denilson_oliveira_angel,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,denilson_oliveira_angel 10 10 1.199 1.199 3.473 3.473 ∂εภ¡ร ๏ℓ¡vε¡гค Destaques Funk😍 Justin Vstatus🎬📽 Destaques Funk😍 Justin Vstatus🎬📽,10,10,1199,,False,Pública,0,,,False,0,0,0
supermercadojk,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,www.facebook.com/supermercadojktrindade/?ref=bookmarks supermercadojk 348 348 3.583 3.583 1.265 1.265 Supermecado JK Economia todos os dias!🛒 ☎️ (62) 3110-0080 Setor Sul WhatsApp (62) 99702-8388 Açougue | Panificadora | Hortifruti Vaga de emprego Hortifruti😍 Açougue 😉 bebidas 😎😍 Vaga de emprego Hortifruti😍 Açougue 😉 bebidas 😎😍,348,348,3583,,False,Pública,0,,,False,0,0,0
j.carlosmendest,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,j.carlosmendest 13 13 1.999 1.999 6.776 6.776 João Carlos Mendes Blog pessoal Sempre foi Deus 🙏🏿 Sinop Brasil 🌎 Cursando 3 ano📚 Medicina veterinária 💉 2.1p... mais João Carlos Mendes Blog pessoal Sempre foi Deus 🙏🏿 Sinop Brasil 🌎 Cursando 3 ano📚 Medicina veterinária 💉 2.1p... mais Sempre foi Deus 🙏🏿 Sinop Brasil 🌎 Cursando 3 ano📚 Medicina veterinária 💉 2.1p ... mais mais Destaques Destaques 🐎 Fazenda 🐎🌿💕 Destaques 🐎 Fazenda 🐎🌿💕,13,13,1999,,False,Pública,0,,,False,0,0,0
patrickc.dias,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,patrickc.dias 279 279 2.588 2.588 2.378 2.378 -Patrick Dias-,279,279,2588,,False,Pública,0,,,False,0,0,0
ingrithylu,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,5,ingrithylu 6 6 3.131 3.131 1.737 1.737 Ingrithy Luiza,6,6,3131,,False,Pública,0,,,False,0,0,0
lehh_rosaa,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,lehh_rosaa 25 25 1.289 1.289 464 464 lehh_silva ▸ 2025 é nosso ▸ 🇧🇷 || São Paulo || SP ▸ 🃏🌹 ▸ Técnica em logística ❤ 📒 ▸ Administração 8/8 💡📈 lehh_silva ▸ 2025 é nosso ▸ 🇧🇷 || São Paulo || SP ▸ 🃏🌹 ▸ Técnica em logística ❤ 📒 ▸ Administração 8/8 💡📈,25,25,1289,,False,Pública,0,,,False,0,0,0
jaquelimafigueiredo,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"jaquelimafigueiredo 26 26 4.343 4.343 1.059 1.059 Jaque Em cada estação, Ele é fiel 🤍🍁 27 | SP Jaque Em cada estação, Ele é fiel 🤍🍁 27 | SP",26,26,4343,,False,Pública,0,,,False,0,0,0
cintiia.soares,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,"cintiia.soares 5 5 885 885 746 746 Cintia Soares @gazinconfresa 💋👣😱 Ele não te deu valor .... ? Vou te explicar porque : ""Você é um vinho caro e ele está... mais Cintia Soares @gazinconfresa 💋👣😱 Ele não te deu valor .... ? Vou te explicar porque : ""Você é um vinho caro e ele está... mais @gazinconfresa 💋👣😱 Ele não te deu valor .... ? Vou te explicar porque : ""Você é um vinho caro e ele está ... mais mais",5,5,885,,False,Pública,0,,,False,0,0,0
bruna.benicio.35,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,bruna.benicio.35 16 16 1.831 1.831 955 955 Bruna Benicio Filho💙👩‍👦 ❤️ Família ❤️👩‍👦 🍺🍻 Filho💙👩‍👦 ❤️ Família ❤️👩‍👦 🍺🍻,16,16,1831,,False,Pública,0,,,False,0,0,0
mari_fcouto,,False,Seguir,0,laizamassoneleonardo.csv,2025-08-02,1,,61,61,2500,,False,Erro inesperado,0,,,False,0,0,0
