username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
airtonjeronimo_,airtonjeronimo_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,airtonjeronimo_ 0 0 2.636 2.636 1.044 1.044 airton jeronimo 💪🏋‍♂️ A🥶 📏 💪🏋‍♂️ A🥶 📏,0,0,2636,,False,Pública
marcussousa1983,marcussousa1983,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,marcussousa1983 19 19 2.712 2.712 1.793 1.793 Marcus Túlio Braga de Sousa Jeremias 29:11 🙏🏾 A fé não começa quando tudo dá certo. ... começa quando nada faz sentido e mesmo assim você continua c... mais Marcus Túlio Braga de Sousa Jeremias 29:11 🙏🏾 A fé não começa quando tudo dá certo. ... começa quando nada faz sentido e mesmo assim você continua c... mais Jeremias 29:11 🙏🏾 A fé não começa quando tudo dá certo. ... começa quando nada faz sentido e mesmo assim você continua c ... mais mais,19,19,2712,,False,Pública
sarahaliciatkd,sarahaliciatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,sarahaliciatkd 88 88 2.428 2.428 1.509 1.509 Sarah Alicia 🥋|Preta 3° Dan 🥇| Seleção BR 23 🥇| Mundial 23 🥇| Brasileiro 23🥇|Tri... mais 🥋|Preta 3° Dan 🥇| Seleção BR 23 🥇| Mundial 23 🥇| Brasileiro 23🥇|Tri ... mais mais beacons.ai/sarahaliciatkd TKD 💪🏼 EF 🤸🏼 GSLAM 25 Mi ✨ ¢ Cirurgia COPA - BR BRA - 24 ∆ Apoiadores BRA-23 MUNDIAL ES - Sudeste TKD 💪🏼 EF 🤸🏼 GSLAM 25 Mi ✨ ¢ Cirurgia COPA - BR BRA - 24 ∆ Apoiadores BRA-23 MUNDIAL ES - Sudeste,88,88,2428,https://www.threads.com/@sarahaliciatkd?xmt=AQF0m_Z-RXMAuB3LHaBjFGRYs8mwqxxTdg2AxstYTY64rmM,False,Pública
velocistatkd,velocistatkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,velocistatkd 18 18 4.667 4.667 2.024 2.024 𝖑𝖚𝖈𝖆𝖘 Atleta tkd,18,18,4667,,False,Pública
pereiranormasuelicosta,pereiranormasuelicosta,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pereiranormasuelicosta 2 2 30 30 59 59 NORMA SUELI COSTA PEREIRA,2,2,30,,False,Pública
_lluan7,_lluan7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_lluan7 1 1 1.036 1.036 430 430 Luan atleta 💪🏻 Salmos 23🙇🏻‍♂️ Luan atleta 💪🏻 Salmos 23🙇🏻‍♂️,1,1,1036,,False,Pública
lucasconcencia,lucasconcencia,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,lucasconcencia 9 9 235 235 1.714 1.714 Lucas Moreira Concencia 🔱,9,9,235,https://www.threads.com/@lucasconcencia?xmt=AQF0INrNKXrh3BtP9l4_98OQ81x5zTPjU3C6rpHXiGZ0oB4,False,Pública
_dnzinha_,_dnzinha_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_dnzinha_ 0 0 3.680 3.680 1.701 1.701 𝒩𝒶𝓃𝒾𝒸𝒶 𝔈𝔲 𝔪𝔢 𝔞𝔩𝔦𝔪𝔢𝔫𝔱𝔬 𝔡𝔞 𝔠𝔬𝔯𝔞𝔤𝔢𝔪🥇🥋 𝒩𝒶𝓃𝒾𝒸𝒶 𝔈𝔲 𝔪𝔢 𝔞𝔩𝔦𝔪𝔢𝔫𝔱𝔬 𝔡𝔞 𝔠𝔬𝔯𝔞𝔤𝔢𝔪🥇🥋 😱,0,0,3680,,False,Pública
jehan_s7,jehan_s7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jehan_s7 0 0 890 890 870 870 Jehan Santos  📚🏋🏽 04|🇧🇷 18:24.,0,0,890,https://www.threads.com/@jehan_s7?xmt=AQF0Kql2rkysBKHgh71zbqri1IIKXfgBoq1J9I5a1kp0PNI,False,Pública
andrepaucar,andrepaucar,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,andrepaucar 77 77 676 676 1.503 1.503 André Paucar Berrospi A.J,77,77,676,https://www.threads.com/@andrepaucar?xmt=AQF0u0I7tbx0Un0MJzhXod3WafZAl5BEAbzvJdCZh3cFt-U,False,Pública
cf.dogust4,cf.dogust4,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,10,cf.dogust4 10 10 206 206 314 314 galvão💯toneladas,10,10,206,https://www.threads.com/@cf.dogust4?xmt=AQF0b6YbJo7YWQgQa3nDTvhqqXiETkhTKPTowc-mxt9pl9w,False,Pública
sharkzinho2011_tkd,sharkzinho2011_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,sharkzinho2011_tkd 5 5 254 254 464 464 .. campeão brasileiro 2025 de taekwondo 😁🥇 .. campeão brasileiro 2025 de taekwondo 😁🥇,5,5,254,,False,Pública
mah.sososil,mah.sososil,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,mah.sososil 0 0 934 934 882 882 𝑺𝒐𝒔𝒐𝒉 • bsb • Felipenses 4:13 • Taekwondo 🥋 vsco.co/mahsosoe,0,0,934,,False,Pública
jadison.nascimento,jadison.nascimento,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,jadison.nascimento 11 11 741 741 317 317 Jadison Nascimento muaythai TAEKWONDO 🥋💪 muaythai TAEKWONDO 🥋💪,11,11,741,,False,Pública
artes_marciais_guerino,artes_marciais_guerino,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,artes_marciais_guerino 2 2 40 40 7 7 artes marciais guerino - Judô - JIU-JITSU - MUAY THAI artes marciais guerino - Judô - JIU-JITSU - MUAY THAI treinos,2,2,40,,False,Pública
yar3al_,yar3al_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,yar3al_ 0 0 504 504 425 425 𝚈𝚊𝚛𝚊 ∝ ✮ 𝚈𝚊𝚛𝚊 ∝ ✮,0,0,504,,False,Pública
hailtonxz_,hailtonxz_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"hailtonxz_ 0 0 1.168 1.168 187 187 martins⚡ Mídia ""alma rica""🍀 martins⚡ Mídia ""alma rica""🍀 .",0,0,1168,,False,Pública
oliveirxz_22,oliveirxz_22,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,oliveirxz_22 3 3 906 906 2.551 2.551 ms___fe apenas vivendo 🍀🧏 tropa do 00 🏆 😻. 🏆 😻.,3,3,906,https://www.threads.com/@oliveirxz_22?xmt=AQF0RqK6VAdXPZnN6yuh4_UVr1rNgt98Y5O9dhQV-UnSBS0,False,Pública
vicxsxq,vicxsxq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,vicxsxq 0 0 191 191 88 88 🎭 ㅤ,0,0,191,,False,Pública
izabelyzzs_,izabelyzzs_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,izabelyzzs_ 1 1 2.352 2.352 1.531 1.531 ⵊᴢᴀʙᴇʟʏ ᴀʟᴍᴇɪᴅᴀ,1,1,2352,,False,Pública
lorrany_sochin,lorrany_sochin,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lorrany_sochin 15 15 736 736 153 153 lorrany 🏆 Atleta faixa roxa 💜 𝖠𝗍𝗅𝖾𝗍𝖺 𝗋𝖾𝗏𝖾𝗅𝖺𝖼̧𝖺̃𝗈 2022 Camp’ Conquistas’ Treinos’ Exames’ Camp’ Conquistas’ Treinos’ Exames’,15,15,736,https://www.threads.com/@lorrany_sochin?xmt=AQF05RupBelWhyVtOXrCxgxd0z-4bupbOEOb1_bInnftMts,False,Pública
kauan.tkd,kauan.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,kauan.tkd 21 21 2.280 2.280 463 463 Kauan Moreira boa parte 🙌🙏 renovart ♥️🤌🤌🤌 🙌🙏 1° arrasta fé SE 🥋💪🏻 f7 🤝💪🏻 🥋🥈🥉🥇 boa parte 🙌🙏 renovart ♥️🤌🤌🤌 🙌🙏 1° arrasta fé SE 🥋💪🏻 f7 🤝💪🏻 🥋🥈🥉🥇,21,21,2280,,False,Pública
wdiogxz_,wdiogxz_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,wdiogxz_ 5 5 578 578 394 394 DIOGO🥇 Atleta 🤌🏿 BJJ🥋🩸 🤌🏿 BJJ🥋🩸,5,5,578,https://www.threads.com/@wdiogxz_?xmt=AQF0fihPYQ6r_jwm7n48MDXekFJZEwecmQ80fPkGHcdljo8,False,Pública
igorviliagra,igorviliagra,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,igorviliagra 309 309 994 994 1.013 1.013 Igor Viliagra,309,309,994,,False,Pública
jessica_.lorrane,jessica_.lorrane,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jessica_.lorrane 1 1 234 234 258 258 Jéssica Lorrane 061 📍 Jéssica Lorrane 061 📍,1,1,234,,False,Pública
taekrenan,taekrenan,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,taekrenan 49 49 358 358 476 476 Renan Rocha Suzano📍 Atleta de taekwondo 🥋 campeão paulista infantil 🥇 Renan Rocha Suzano📍 Atleta de taekwondo 🥋 campeão paulista infantil 🥇 TREINOS Faixa FAMÍLIA TREINOS Faixa FAMÍLIA,49,49,358,,False,Pública
pauloreismassoterapeuta,pauloreismassoterapeuta,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pauloreismassoterapeuta 787 787 586 586 644 644 Paulo Emílio Santiago Reis,787,787,586,,False,Pública
som_djah,som_djah,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"som_djah 8 8 218 218 216 216 ""son of god"" 🇯🇲reggae 4:20 gremista🇪🇪 musico🎸🥁 ""son of god"" 🇯🇲reggae 4:20 gremista🇪🇪 musico🎸🥁 tkd I 😶‍🌫️ 🎸💭 👑👸 tkd I 😶‍🌫️ 🎸💭 👑👸",8,8,218,,False,Pública
diegoookami,diegoookami,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,diegoookami 577 577 1.084 1.084 3.132 3.132 Diego Magalhães Ookami,577,577,1084,,False,Pública
centroconviverdetaekwondo,centroconviverdetaekwondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,centroconviverdetaekwondo 530 530 567 567 227 227 Centro Conviver de Taekwondo-ACECCT Time esportivo ... mais mais wa.link/cpt0dh e mais 1,530,530,567,https://www.threads.com/@centroconviverdetaekwondo?xmt=AQF0G92hQ7LG_-Pss0SAwOjCpmWbMZAojDQQLVJb6VXCDXA,False,Pública
edsonluiz.83,edsonluiz.83,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"edsonluiz.83 148 148 1.348 1.348 4.530 4.530 𝔼𝕕𝕤𝕠𝕟 𝕃𝕦𝕚𝕫 Educação Física. Treinador.🏃‍♂️ Coach.🏋‍♀️ Atleta, pai, esposo,apaixonado pela vida. 𝔼𝕕𝕤𝕠𝕟 𝕃𝕦𝕚𝕫 Educação Física. Treinador.🏃‍♂️ Coach.🏋‍♀️ Atleta, pai, esposo,apaixonado pela vida. DESAFIO VERÃO os coiote treino. DESAFIO VERÃO os coiote treino.",148,148,1348,,False,Pública
rzdesther,rzdesther,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rzdesther 0 0 1.261 1.261 743 743 Esther Rezende vsco.co/estherezende,0,0,1261,,False,Pública
sphays_s,sphays_s,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,sphays_s 2 2 534 534 602 602 Sophia Henrique rio de janeiro CRVG 𓆜 𓆝 𓆞 𓆟 ⚖️ 1/10 . www.skoob.com.br/share/user/10892240,2,2,534,https://www.threads.com/@sphays_s?xmt=AQF0TzegxWXkhciWNlGgbL_Wh_rewaIvgqbdAXS6FdqEqTc,False,Pública
sousa.thammyy,sousa.thammyy,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,sousa.thammyy 4 4 248 248 389 389,4,4,248,,False,Pública
pedro.lucaspb_,pedro.lucaspb_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,pedro.lucaspb_ 15 15 1.142 1.142 932 932 𝕻𝖊𝖉𝖗𝖔 𝖑𝖚𝖈𝖆𝖘 🥈 brasileiro 2022 🥉 brasileiro 2021 🥇 tetra campeão do centro oeste 🥇campeão jogos estudantis do estado de Goiás 2025 ㅤ ㅤ ㅤ ㅤ ㅤ ㅤ,15,15,1142,https://www.threads.com/@pedro.lucaspb_?xmt=AQF053tb1bX3pBFioILKemBoGwz_brXeiaFQRSiGyRp1IQw,False,Pública
privs_sther_2,privs_sther_2,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,privs_sther_2 15 15 206 206 305 305 sther ✨ ngl.link/sthe_alves21031 Seguido(a) por laisagabriela_ e itz.laur4._ laisagabriela_ itz.laur4._,15,15,206,,False,Pública
rfagastronomia,rfagastronomia,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rfagastronomia 105 105 382 382 371 371 Rafael Fernandes Destaques,105,105,382,,False,Pública
phzin_bjj,phzin_bjj,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"phzin_bjj 1 1 10,5 mil 10,5 mil 350 350 SOUZA  •RJ 👑 📖*Deuteronômio 23:13* 🙏🏻 🥷Black belt 4 dan KV 🥇Campeão nacional de Taekwondo 🥋Lutador profissional 🥷 SÃO PAULO/ARUJÁ Roraima 🥋🇧🇷🇰🇷 🥋 🫨 TKD🥋🥇✈️ Porto Velho ✈️ SÃO PAULO/ARUJÁ Roraima 🥋🇧🇷🇰🇷 🥋 🫨 TKD🥋🥇✈️ Porto Velho ✈️",1,1,10500,https://www.threads.com/@phzin_bjj?xmt=AQF0Rm5apESZf6mc4qb3UjLAUcMb1MTBpqtRwyK5mm1b2jg,False,Pública
thziinn.00,thziinn.00,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,thziinn.00 1 1 326 326 288 288 thiaguin RN 🥋🇧🇷 thiaguin RN 🥋🇧🇷,1,1,326,,False,Pública
hiisallaa,hiisallaa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hiisallaa 0 0 283 283 283 𝓱𝓲𝓼𝓪𝓵𝓵𝓪 𝓶'🍀 🍀 𝓱𝓲𝓼𝓪𝓵𝓵𝓪 𝓶'🍀 🍀 ㅤ ㅤ ㅤ,0,0,283,,False,Pública
rb_taekwondo,rb_taekwondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"rb_taekwondo 254 254 15,1 mil 15,1 mil 1.933 1.933 RB TAEKWONDO Esportes Destaques Treino de manhã Niver 2° copa MG Treino antes Campeonato goat Turma de sabado Pomsaae Clínica e exame Rio Gr do Sul Campeonato Geladeira Destaques Destaques Destaques Treino de manhã Niver 2° copa MG Treino antes Campeonato goat Turma de sabado Pomsaae Clínica e exame Rio Gr do Sul Campeonato Geladeira",254,254,15100,,False,Pública
hwoarang_62,hwoarang_62,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,hwoarang_62 4 4 33 33 37 37 Lucas Tkd 🥋 4º Gub 🔷 Lucas Tkd 🥋 4º Gub 🔷,4,4,33,,False,Pública
olverazz,olverazz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,olverazz 0 0 1.479 1.479 997 997 𝓹𝓲𝓾 Pa/Go 💍. 𝓹𝓲𝓾 Pa/Go 💍.,0,0,1479,,False,Pública
kauanny_ofcc_,kauanny_ofcc_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,kauanny_ofcc_ 0 0 687 687 121 121 KETSCCP🖤 . . . .,0,0,687,,False,Pública
academiataekwondomestremartins,academiataekwondomestremartins,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,linktr.ee/AcademiaMestreMartins academiataekwondomestremartins 82 82 428 428 351 351 Academia Mestre Martins Taekwondo 📍Rua Paulo Fortes c/ Andréia - Aponiã 6624 📍Porto-Velho - RO 🥋 Horários Treinos 🥋 Horários Treinos,82,82,428,,False,Pública
maria.coutinho.754365,maria.coutinho.754365,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,maria.coutinho.754365 497 497 3.406 3.406 820 820 Maria Coutinho 🌸 Árbitra de kickboxing ♡ Árbitra CBBOXE♡ Karatê 1° Dan 🥋 ♡ Supervisora em Segurança patrimonial ♡ Esp .MS Maria Coutinho 🌸 Árbitra de kickboxing ♡ Árbitra CBBOXE♡ Karatê 1° Dan 🥋 ♡ Supervisora em Segurança patrimonial ♡ Esp .MS 🩶 💚 🌸 🇳🇱 🩶 🌼 🩶 🩶 🩶 💖 🌸 🩶 🙏 🤍 🩶 💚 🌸 🇳🇱 🌼 💖 🙏 🤍,497,497,3406,,False,Pública
v_gabriel.r7,v_gabriel.r7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,v_gabriel.r7 0 0 357 357 288 288 ㅤ I Just need god Salmos 73:26 ㅤ I Just need god Salmos 73:26,0,0,357,,False,Pública
cf._.y4s,cf._.y4s,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,cf._.y4s 3 3 59 59 57 57 𝓶𝓲𝓷👑,3,3,59,https://www.threads.com/@cf._.y4s?xmt=AQF010bgtFbtqi8kb1XVxYAqcRF7uYleSlfWStB8NkGvJXQ,False,Pública
qgdamaryy,qgdamaryy,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,qgdamaryy 1 1 47 47 49 49 Mary,1,1,47,,False,Pública
emylizw_,emylizw_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,0 0 240 240 198 198,0,0,240,,False,Pública
alysson_tkd_,alysson_tkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,alysson_tkd_ 3 3 845 845 1.615 1.615 Alysson Gabriel,3,3,845,,False,Pública
edu_kawasaki,edu_kawasaki,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,edu_kawasaki 1 1 1.243 1.243 367 367 Andrade Pereira Eduzx 7.7.7,1,1,1243,,False,Pública
felipet.estrela,felipet.estrela,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,felipet.estrela 3 3 210 210 215 215 Felipe Torres Estrela,3,3,210,,False,Pública
krt.tiago,krt.tiago,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,krt.tiago 0 0 766 766 794 794 Tiago Gregório Atleta Tiago Gregório Atleta,0,0,766,,False,Pública
mtszac23,mtszac23,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,mtszac23 27 27 148 148 364 364 Isaac Pereira Vivo o presente pensando no amanhã,27,27,148,https://www.threads.com/@mtszac23?xmt=AQF0DwKIqVMa-mHgLt2TwCcTto3xBRBQ-5v4bHFQUtc6LyU,False,Pública
_cardoszx_,_cardoszx_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,_cardoszx_ 0 0 531 531 539 539 𝑳𝒐𝒓𝒆𝒏𝒂’ prioritize your peace. 𝑳𝒐𝒓𝒆𝒏𝒂’ prioritize your peace.,0,0,531,,False,Pública
japinha.cuiabano,japinha.cuiabano,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,japinha.cuiabano 471 471 468 468 1.602 1.602 JAPINHA.CUIABANO Esportes 9 ANOS- LUTADOR DE KICKBOXING- META: COPA BRASIL 2025 CAMPEÃO ESTADUAL MT 🥇🥇🥇 VICE CAMPEÃO COPA BRASIL2024🇧🇷🇧🇷... mais 9 ANOS- LUTADOR DE KICKBOXING- META: COPA BRASIL 2025 CAMPEÃO ESTADUAL MT 🥇🥇🥇 VICE CAMPEÃO COPA BRASIL2024🇧🇷🇧🇷 ... mais mais www.tiktok.com/@japinha.cuiabano Copa Brasil Destaques BOMBEIRO Faixa marrom KICKBOXING KICKBOXING ANIVERSÁRIO FÃ RADIOS Fã TV amigo Band FM TV CIDADE VERDE amigo Copa Brasil Destaques BOMBEIRO Faixa marrom KICKBOXING ANIVERSÁRIO FÃ RADIOS Fã TV amigo Band FM TV CIDADE VERDE,471,471,468,,False,Pública
tagliari.eloo,tagliari.eloo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"tagliari.eloo 1 1 304 304 265 265 𝑬𝒍𝒐𝒂́ 𝑻𝒂𝒈𝒍𝒊𝒂𝒓𝒊 sorriso,mt kairós¡ 🪬 | 444 𝑬𝒍𝒐𝒂́ 𝑻𝒂𝒈𝒍𝒊𝒂𝒓𝒊 sorriso,mt kairós¡ 🪬 | 444 𝒎𝒐𝒎𝒆𝒏𝒕𝒔 𝑬 𝒎𝒐𝒎𝒆𝒏𝒕𝒔 𝑬",1,1,304,,False,Pública
blesseddg.7,blesseddg.7,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,blesseddg.7 30 30 857 857 1.734 1.734 🐺🇮🇱 Atleta dg🦈👑 Tkd 🥋 kit cpx dg🦈👑 Tkd 🥋 kit cpx,30,30,857,https://www.threads.com/@blesseddg.7?xmt=AQF0WBTUYLgua6pUVnWRfkjUfhyzHqZF5475SLZIALfXH-Q,False,Pública
rhuan.ariel,rhuan.ariel,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,rhuan.ariel 1.727 1.727 522 522 1.845 1.845 Rhuan Ariel 🇧🇷 Atleta 🥋 Atleta de Karatê bicampeão mundial🥇 Tricampeão nacional 🥇 Tricampeão mato-grossense🥇 Cam... mais Rhuan Ariel 🇧🇷 Atleta 🥋 Atleta de Karatê bicampeão mundial🥇 Tricampeão nacional 🥇 Tricampeão mato-grossense🥇 Cam... mais 🥋 Atleta de Karatê bicampeão mundial🥇 Tricampeão nacional 🥇 Tricampeão mato-grossense🥇 Cam ... mais mais pix 65 93199889,1727,1727,522,,False,Pública
joseanolopez,joseanolopez,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,joseanolopez 233 233 1.323 1.323 1.313 1.313 Joseano Lopes,233,233,1323,,False,Pública
maryymuniizz,maryymuniizz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,0 0 393 393 82 82 Atleta ㅤ,0,0,393,,False,Pública
audreytkd_,audreytkd_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,audreytkd_ 9 9 2.178 2.178 100 100 Audrey Lezama Tkd,9,9,2178,,False,Pública
rodrigo.tkd_16,rodrigo.tkd_16,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,rodrigo.tkd_16 14 14 337 337 267 267 ℜ𝔬𝔡𝔯𝔦𝔤𝔬 🕸🕷 🥋🚀... 💍. Reserva da seleção brasileira grand slam 🥈🥇 naci... mais 🥋🚀... 💍. Reserva da seleção brasileira grand slam 🥈🥇 naci ... mais mais,14,14,337,https://www.threads.com/@rodrigo.tkd_16?xmt=AQF0zLnn2ONshQOGlMy9Mef6BRSjh-T8K_hffo4f5CFBR08,False,Pública
bryan_tkd63,bryan_tkd63,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,bryan_tkd63 15 15 3.415 3.415 2.528 2.528 Bryan Atleta Faixa preta 1 DAN🇧🇷 Estadual (24)🥈 Estadual (25)🥇 Copa Regional(24)🥉 JERJ(25)🥇🥈 🏅🪙 Copa Regional24 JERJ 2025 Estadual 2025✅ Eu❤️ Bahia 🏅🪙 Copa Regional24 JERJ 2025 Estadual 2025✅ Eu❤️ Bahia,15,15,3415,https://www.threads.com/@bryan_tkd63?xmt=AQF05iT421tdRg7qI6UiS_STwkS2ODe3-iJyexuI5EfYVwE,False,Pública
silvaantony011,silvaantony011,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,silvaantony011 6 6 229 229 706 706 Antony ... mais mais passado... 🥈 centro oeste 25 passado... 🥈 centro oeste 25,6,6,229,,False,Pública
theusznq,theusznq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,theusznq 0 0 232 232 205 205 Matheus Henrique 🥋 ... odulce 💋 Helena💅🏻 😶‍🌫️ 🥋 ... odulce 💋 Helena💅🏻 😶‍🌫️,0,0,232,,False,Pública
kzin_235,kzin_235,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,kzin_235 0 0 125 125 120 120 zx.thx,0,0,125,https://www.threads.com/@kzin_235?xmt=AQF0_2PT9wW1oRZyiBkoVQsl04a1FDlq1rYLVHk1vNcsmDM,False,Pública
dudaaacq,dudaaacq,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,dudaaacq 0 0 758 758 155 155,0,0,758,,False,Pública
maidana.1,maidana.1,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,maidana.1 14 14 560 560 694 694 Vitor Faixa Preta de TKD 🥋 Ed.Física - U.C Católico 🇻🇦 Vitor Faixa Preta de TKD 🥋 Ed.Física - U.C Católico 🇻🇦,14,14,560,,False,Pública
nogswilliam,nogswilliam,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,nogswilliam 297 297 75 75 155 155 Antônio William Nogueira,297,297,75,https://www.threads.com/@nogswilliam?xmt=AQF0moQ4s_QIlhFxrQL2kcDzk-WBhSZsbie8hA6oJ1jS9zI,False,Pública
david_klaesman,david_klaesman,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,david_klaesman 7 7 2.157 2.157 820 820 DAVID KLAESMAN “O deserto é pedagógico”. DAVID KLAESMAN “O deserto é pedagógico”.,7,7,2157,,False,Pública
goodoyrafa,goodoyrafa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,goodoyrafa 0 0 405 405 509 509 Rafa Godoy Ad majorem Dei gloriam 🇻🇦 Taekwondo - 2° gub 🥇🥇🥇🥈 CLJ,0,0,405,https://www.threads.com/@goodoyrafa?xmt=AQF0TXXEosQ5zDrqyzrfPu4CXF8QPs5SOGh5HvXTDfvUsA0,False,Pública
carol.mr145,carol.mr145,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,carol.mr145 2 2 106 106 96 96 ★🅲⋆🅰⋆🆁⋆🅾⋆🅻★ 🪼🐚💦🌊 𓆝 𓆟 𓆞 𓆝🎐 ✞𝔏𝔲𝔠𝔞𝔰 1:37 ★🅲⋆🅰⋆🆁⋆🅾⋆🅻★ 🪼🐚💦🌊 𓆝 𓆟 𓆞 𓆝🎐 ✞𝔏𝔲𝔠𝔞𝔰 1:37,2,2,106,,False,Pública
jansleynaum,jansleynaum,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,jansleynaum 13 13 494 494 405 405 Jansley Naum Exame 2° dan Graduando TKD turma mirim Exame 2° dan Graduando TKD turma mirim,13,13,494,,False,Pública
